purchase_group;n_attempts;success;total_cost;profit;expected_bv;first_psp;second_psp
290_Austria_Diners_20190108_171532;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
128_Germany_Master_20190119_052132;3;False;3,0;-3,0;-8,924413749681984;UK_Card;UK_Card
287_Germany_Master_20190217_141724;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
92_Austria_Diners_20190123_071322;2;True;1,5;8,5;-4,370993898865642;Simplecard;Simplecard
163_Germany_Diners_20190201_021325;1;False;0,5;-0,5;-3,2799200848932526;Simplecard;
303_Austria_Master_20190123_201442;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
182_Switzerland_Master_20190123_211319;1;False;5,0;-5,0;-3,0942453304495476;Goldcard;
63_Germany_Master_20190226_030503;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
236_Germany_Visa_20190203_194143;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
75_Germany_Diners_20190113_063655;1;True;3,0;7,0;-2,6811934373879645;UK_Card;
263_Germany_Diners_20190114_110431;1;True;1,0;9,0;-2,185496949432821;Simplecard;
168_Switzerland_Master_20190126_121111;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
338_Switzerland_Master_20190208_052734;4;False;2,0;-2,0;-19,657137665549058;Simplecard;Simplecard
385_Germany_Visa_20190202_083817;2;False;2,0;-2,0;-6,10548150782198;UK_Card;UK_Card
310_Germany_Visa_20190208_001723;3;False;1,5;-1,5;-11,579782798999899;Simplecard;Simplecard
70_Austria_Master_20190226_123935;1;True;3,0;7,0;-3,845264875469649;UK_Card;
444_Switzerland_Master_20190228_184519;1;False;2,0;-2,0;-5,126540016953522;Moneycard;
73_Austria_Visa_20190126_045100;1;True;3,0;7,0;-3,321488892545964;UK_Card;
294_Germany_Master_20190210_210728;4;False;2,0;-2,0;-19,657137665549058;Simplecard;Simplecard
255_Switzerland_Master_20190118_045959;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
53_Germany_Visa_20190122_002219;1;True;3,0;7,0;-3,7524277913797954;UK_Card;
76_Germany_Master_20190108_064822;1;True;3,0;7,0;-3,8492748336350884;UK_Card;
228_Germany_Diners_20190228_094256;1;True;1,0;9,0;-2,185496949432821;Simplecard;
93_Austria_Visa_20190109_135954;3;False;3,0;-3,0;-9,69724972698363;UK_Card;UK_Card
48_Austria_Master_20190226_065357;1;True;1,0;9,0;-3,583878105882758;Simplecard;
233_Germany_Master_20190227_083448;1;True;5,0;5,0;-4,97187713038381;Moneycard;
288_Switzerland_Diners_20190219_131653;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
289_Germany_Master_20190218_005127;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
34_Austria_Master_20190110_013235;1;True;1,0;9,0;-3,2315714610400414;Simplecard;
222_Switzerland_Diners_20190125_034509;2;False;1,0;-1,0;-6,4200713836593355;Simplecard;Simplecard
254_Switzerland_Diners_20190213_000200;2;False;1,0;-1,0;-6,4200713836593355;Simplecard;Simplecard
119_Germany_Master_20190215_015245;2;False;2,0;-2,0;-6,518848097377706;UK_Card;UK_Card
373_Switzerland_Diners_20190122_230343;2;False;1,0;-1,0;-6,043507147527456;Simplecard;Simplecard
241_Germany_Visa_20190218_210533;2;False;1,0;-1,0;-8,05161369063962;Simplecard;Simplecard
39_Austria_Master_20190221_164046;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
219_Germany_Master_20190206_204756;1;True;1,0;9,0;-2,3810426252834267;Simplecard;
197_Switzerland_Master_20190126_191625;1;True;10,0;0,0;-3,0942453304495476;Goldcard;
206_Germany_Diners_20190127_035227;1;True;1,0;9,0;-3,2100356918296677;Simplecard;
59_Germany_Master_20190201_200711;2;False;1,5;-1,5;-6,399087822103729;Simplecard;UK_Card
141_Germany_Visa_20190221_071335;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
200_Germany_Diners_20190225_144327;1;True;5,0;5,0;-2,6247560794308162;Moneycard;
296_Switzerland_Master_20190102_081720;1;True;3,0;7,0;-3,236457532647359;UK_Card;
174_Switzerland_Visa_20190225_194729;1;False;1,0;-1,0;-3,5873621438882424;UK_Card;
220_Germany_Visa_20190228_183227;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
211_Switzerland_Master_20190214_000813;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
316_Germany_Master_20190213_114025;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
191_Germany_Visa_20190128_203314;1;True;3,0;7,0;-3,3771786669123367;UK_Card;
221_Austria_Master_20190212_121710;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
185_Germany_Visa_20190124_171823;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
221_Germany_Diners_20190220_151156;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
179_Germany_Master_20190216_152508;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
130_Austria_Visa_20190104_165756;1;False;1,0;-1,0;-3,418335934801256;UK_Card;
248_Austria_Master_20190225_030953;2;False;5,5;-5,5;-9,822166338386833;Goldcard;Simplecard
264_Switzerland_Diners_20190203_100829;1;True;1,0;9,0;-2,2553813424964044;Simplecard;
21_Germany_Visa_20190227_161350;2;True;2,0;8,0;-6,734999280182993;UK_Card;Simplecard
255_Germany_Diners_20190204_210655;2;False;1,0;-1,0;-6,412783514999729;Simplecard;Simplecard
223_Germany_Master_20190202_053658;1;False;1,0;-1,0;-3,090075654889751;UK_Card;
283_Germany_Visa_20190109_065118;1;False;0,5;-0,5;-1,6347121680455015;Simplecard;
92_Austria_Master_20190131_044717;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
111_Switzerland_Master_20190105_015610;1;False;1,0;-1,0;-3,5857752714387825;UK_Card;
29_Germany_Master_20190215_160613;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
125_Austria_Master_20190207_062954;1;False;0,5;-0,5;-2,3810426252834267;Simplecard;
295_Austria_Master_20190206_190635;2;True;1,5;8,5;-4,762085250566853;Simplecard;Simplecard
218_Germany_Diners_20190123_160858;1;True;1,0;9,0;-3,13650736443628;Simplecard;
243_Switzerland_Master_20190120_115223;2;False;1,5;-1,5;-7,623591160633248;UK_Card;Simplecard
308_Germany_Master_20190201_050436;1;True;3,0;7,0;-3,093523864008197;UK_Card;
136_Austria_Diners_20190201_144455;1;True;5,0;5,0;-1,553887046383081;Moneycard;
296_Austria_Diners_20190104_235041;1;False;0,5;-0,5;-3,2063917574998646;Simplecard;
208_Germany_Diners_20190219_073959;2;False;1,0;-1,0;-5,71097362600311;Simplecard;Simplecard
107_Switzerland_Visa_20190130_061454;1;True;1,0;9,0;-1,148016077251051;Simplecard;
68_Austria_Master_20190120_213451;1;False;1,0;-1,0;-2,6811934373879645;UK_Card;
279_Austria_Master_20190118_131359;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
107_Austria_Diners_20190116_115229;1;False;0,5;-0,5;-2,185496949432821;Simplecard;
224_Germany_Master_20190205_055657;2;False;4,0;-4,0;-9,94375426076762;Moneycard;Moneycard
210_Germany_Master_20190131_223624;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
84_Germany_Visa_20190101_075307;1;False;0,5;-0,5;-1,6347121680455015;Simplecard;
277_Germany_Master_20190210_153525;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
174_Germany_Master_20190104_233456;1;False;1,0;-1,0;-3,46621998497638;UK_Card;
107_Austria_Master_20190212_152349;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
49_Austria_Visa_20190115_094558;1;False;1,0;-1,0;-3,845264875469649;UK_Card;
64_Switzerland_Master_20190111_232020;1;True;3,0;7,0;-3,5434880518785583;UK_Card;
55_Switzerland_Visa_20190106_074704;1;False;1,0;-1,0;-3,029956831856853;UK_Card;
162_Germany_Master_20190210_204850;1;False;1,0;-1,0;-2,917446171044295;UK_Card;
244_Switzerland_Master_20190205_011811;2;False;4,0;-4,0;-9,94375426076762;Moneycard;Moneycard
288_Austria_Master_20190111_064202;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
390_Germany_Diners_20190218_212452;1;True;1,0;9,0;-3,021753573763728;Simplecard;
168_Germany_Visa_20190223_101057;3;False;3,0;-3,0;-9,336073201341438;UK_Card;UK_Card
243_Germany_Master_20190127_092306;1;False;2,0;-2,0;-4,97187713038381;Moneycard;
241_Austria_Visa_20190130_050458;3;False;1,5;-1,5;-11,579782798999899;Simplecard;Simplecard
192_Germany_Visa_20190125_131019;1;False;1,0;-1,0;-3,3333045749026526;UK_Card;
346_Switzerland_Master_20190214_134800;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
177_Austria_Visa_20190130_000236;4;False;2,5;-2,5;-12,896012074462233;UK_Card;Simplecard
241_Austria_Diners_20190119_025326;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
109_Austria_Master_20190201_094103;1;True;3,0;7,0;-3,418335934801256;UK_Card;
332_Switzerland_Visa_20190219_121357;2;False;1,0;-1,0;-2,5533263352476094;Simplecard;Simplecard
190_Germany_Diners_20190214_123748;1;False;0,5;-0,5;-2,185496949432821;Simplecard;
80_Switzerland_Master_20190203_190650;1;True;3,0;7,0;-3,029956831856853;UK_Card;
300_Switzerland_Master_20190120_072459;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
377_Austria_Visa_20190221_091737;2;False;1,0;-1,0;-8,05161369063962;Simplecard;Simplecard
111_Switzerland_Master_20190102_065321;2;False;2,0;-2,0;-6,901536792552416;UK_Card;UK_Card
188_Austria_Master_20190222_183522;1;True;5,0;5,0;-0,9069151588328799;Moneycard;
68_Austria_Master_20190222_111502;1;False;1,0;-1,0;-3,418335934801256;UK_Card;
216_Austria_Master_20190107_174853;6;True;3,5;6,5;-14,286255751700562;Simplecard;Simplecard
281_Austria_Visa_20190212_224258;2;False;1,0;-1,0;-8,05161369063962;Simplecard;Simplecard
134_Germany_Visa_20190228_001313;2;True;2,0;8,0;-6,517006578016826;UK_Card;Simplecard
325_Germany_Master_20190227_052705;1;True;10,0;0,0;-4,907881921999567;Goldcard;
295_Germany_Master_20190215_164431;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
200_Germany_Diners_20190203_231729;1;False;0,5;-0,5;-3,2063917574998646;Simplecard;
188_Germany_Diners_20190126_155510;1;False;2,0;-2,0;-1,553887046383081;Moneycard;
274_Switzerland_Master_20190101_221002;1;False;1,0;-1,0;-3,236457532647359;UK_Card;
187_Germany_Master_20190101_175047;1;True;5,0;5,0;-0,9069151588328799;Moneycard;
206_Switzerland_Master_20190111_174357;1;False;2,0;-2,0;-4,908686363241922;Moneycard;
90_Austria_Master_20190216_013626;1;False;1,0;-1,0;-3,321488892545964;UK_Card;
264_Austria_Diners_20190116_023205;2;True;1,5;8,5;-6,4200713836593355;Simplecard;Simplecard
108_Germany_Master_20190103_141620;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
99_Germany_Master_20190202_064727;1;True;3,0;7,0;-3,325498850711403;UK_Card;
126_Germany_Visa_20190124_184035;2;False;2,0;-2,0;-6,41002107570181;UK_Card;UK_Card
161_Austria_Master_20190222_064629;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
122_Switzerland_Visa_20190105_004733;1;False;1,0;-1,0;-3,5857752714387825;UK_Card;
102_Germany_Master_20190123_120958;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
160_Germany_Diners_20190224_023342;2;True;4,0;6,0;-5,718627725088808;UK_Card;UK_Card
147_Austria_Diners_20190208_201939;1;True;1,0;9,0;-3,13650736443628;Simplecard;
68_Austria_Diners_20190104_054637;1;False;0,5;-0,5;-2,855486813001555;Simplecard;
151_Switzerland_Master_20190119_143121;2;False;4,0;-4,0;-2,856496529428042;Moneycard;Moneycard
128_Germany_Master_20190214_152229;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
97_Germany_Master_20190220_132100;3;True;9,0;1,0;-4,719411233356539;Moneycard;Moneycard
245_Switzerland_Master_20190211_032619;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
322_Switzerland_Master_20190106_161558;1;False;0,5;-0,5;-2,3810426252834267;Simplecard;
189_Germany_Master_20190105_203345;2;True;4,0;6,0;-6,668948933535451;UK_Card;UK_Card
221_Germany_Diners_20190225_095655;1;True;1,0;9,0;-2,185496949432821;Simplecard;
171_Austria_Visa_20190116_225536;3;True;5,0;5,0;-9,107507639196086;UK_Card;UK_Card
223_Germany_Master_20190105_022219;1;False;2,0;-2,0;-4,97187713038381;Moneycard;
346_Austria_Visa_20190129_004224;2;True;1,5;8,5;-8,05161369063962;Simplecard;Simplecard
324_Germany_Master_20190217_022748;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
162_Germany_Master_20190217_225850;1;False;1,0;-1,0;-2,917446171044295;UK_Card;
136_Germany_Master_20190212_214607;1;True;3,0;7,0;-3,46621998497638;UK_Card;
103_Austria_Master_20190102_113530;1;False;1,0;-1,0;-3,2754022661620947;UK_Card;
21_Austria_Master_20190130_230207;2;True;3,5;6,5;-6,319649236268628;Simplecard;UK_Card
163_Germany_Master_20190228_060712;1;False;5,0;-5,0;-2,9132929494971678;Goldcard;
256_Switzerland_Master_20190220_161029;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
358_Germany_Diners_20190202_122534;1;False;0,5;-0,5;-2,2553813424964044;Simplecard;
224_Germany_Master_20190213_134515;2;True;6,0;4,0;-7,617993107487906;UK_Card;Moneycard
56_Switzerland_Master_20190228_081936;1;False;2,0;-2,0;-3,9666351638995323;Moneycard;
208_Germany_Visa_20190220_095524;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
249_Germany_Diners_20190110_160610;2;False;1,0;-1,0;-6,27301472887256;Simplecard;Simplecard
277_Germany_Master_20190120_102156;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
264_Austria_Master_20190131_043022;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
114_Austria_Diners_20190219_234102;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
292_Switzerland_Master_20190206_182113;1;False;0,5;-0,5;-2,3810426252834267;Simplecard;
128_Germany_Diners_20190131_094127;3;False;1,5;-1,5;-6,556490848298463;Simplecard;Simplecard
201_Germany_Master_20190101_180928;1;False;2,0;-2,0;-2,4766120916962153;Moneycard;
184_Germany_Visa_20190123_173843;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
161_Germany_Master_20190215_012803;4;True;6,0;4,0;-12,905546590710312;UK_Card;UK_Card
176_Austria_Visa_20190102_000841;1;True;3,0;7,0;-3,2224293159164876;UK_Card;
305_Austria_Master_20190116_022214;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
330_Switzerland_Master_20190114_190938;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
152_Switzerland_Master_20190225_185843;2;True;7,0;3,0;-2,683163196094709;Moneycard;Moneycard
140_Germany_Master_20190107_124925;1;False;0,5;-0,5;-2,3810426252834267;Simplecard;
341_Germany_Master_20190104_042119;1;False;2,0;-2,0;-4,97187713038381;Moneycard;
386_Switzerland_Master_20190106_235249;2;True;1,5;8,5;-4,762085250566853;Simplecard;Simplecard
208_Germany_Visa_20190126_030619;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
57_Germany_Master_20190227_183457;1;False;2,0;-2,0;-0,9069151588328799;Moneycard;
71_Germany_Visa_20190117_032446;1;False;0,5;-0,5;-0,7765875058224792;Simplecard;
68_Germany_Visa_20190212_060706;1;False;1,0;-1,0;-3,8492748336350884;UK_Card;
352_Austria_Master_20190111_222030;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
251_Germany_Diners_20190113_011341;2;False;1,0;-1,0;-6,4200713836593355;Simplecard;Simplecard
220_Switzerland_Master_20190216_074707;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
391_Germany_Master_20190216_095852;3;False;2,0;-2,0;-12,537875577020513;UK_Card;Simplecard
310_Germany_Visa_20190125_004735;4;False;2,0;-2,0;-15,107951907360178;Simplecard;Simplecard
286_Switzerland_Master_20190209_150446;6;False;3,0;-3,0;-29,485706498323587;Simplecard;Simplecard
140_Germany_Master_20190220_044007;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
148_Switzerland_Master_20190118_043659;1;True;3,0;7,0;-3,9975030922828827;UK_Card;
261_Switzerland_Visa_20190207_210228;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
220_Germany_Master_20190118_162147;1;False;2,0;-2,0;-4,908686363241922;Moneycard;
301_Austria_Master_20190212_153015;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
198_Germany_Diners_20190228_070816;2;False;1,0;-1,0;-4,370993898865642;Simplecard;Simplecard
112_Austria_Master_20190205_032852;3;True;5,0;5,0;-9,563041182865227;UK_Card;UK_Card
179_Germany_Master_20190107_155725;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
291_Austria_Master_20190123_210505;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
21_Germany_Master_20190203_185043;1;False;2,0;-2,0;-0,9069151588328799;Moneycard;
98_Austria_Visa_20190214_023044;1;False;0,5;-0,5;-0,7765875058224792;Simplecard;
51_Germany_Diners_20190218_210306;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
200_Germany_Diners_20190129_163850;3;True;9,0;1,0;-8,855415198157864;Moneycard;Moneycard
282_Austria_Master_20190218_162813;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
194_Germany_Master_20190225_181226;3;True;9,0;1,0;-4,459411233356538;Moneycard;Moneycard
233_Austria_Master_20190102_074734;1;False;1,0;-1,0;-3,236457532647359;UK_Card;
149_Germany_Master_20190111_102319;2;True;4,0;6,0;-6,472761470993837;UK_Card;UK_Card
46_Germany_Master_20190216_193928;1;False;5,0;-5,0;-2,9132929494971678;Goldcard;
116_Germany_Master_20190122_214051;4;True;6,0;4,0;-11,999977541568626;UK_Card;UK_Card
40_Austria_Master_20190214_080131;1;False;0,5;-0,5;-3,2315714610400414;Simplecard;
306_Germany_Master_20190122_093933;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
204_Germany_Master_20190103_200251;4;False;2,0;-2,0;-20,015395289950654;Simplecard;Simplecard
154_Austria_Master_20190124_160840;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
25_Germany_Master_20190126_133340;2;True;7,0;3,0;-2,856496529428042;Moneycard;Moneycard
87_Austria_Diners_20190123_203717;1;True;1,0;9,0;-3,13650736443628;Simplecard;
348_Germany_Diners_20190130_213224;2;True;1,5;8,5;-6,043507147527456;Simplecard;Simplecard
168_Germany_Visa_20190203_094436;5;True;7,0;3,0;-15,338128777019833;UK_Card;UK_Card
189_Germany_Master_20190222_015926;1;True;3,0;7,0;-3,236457532647359;UK_Card;
173_Switzerland_Master_20190227_025812;1;True;3,0;7,0;-3,9975030922828827;UK_Card;
111_Germany_Master_20190123_072542;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
213_Germany_Master_20190211_104539;4;False;2,5;-2,5;-17,452159993407776;UK_Card;Simplecard
244_Germany_Visa_20190207_160248;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
192_Switzerland_Master_20190103_201123;3;False;3,0;-3,0;-9,688193299942526;UK_Card;UK_Card
129_Germany_Master_20190114_161415;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
337_Germany_Master_20190116_030829;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
134_Germany_Visa_20190114_173005;1;True;3,0;7,0;-3,46621998497638;UK_Card;
183_Germany_Diners_20190118_062933;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
143_Switzerland_Master_20190204_155848;3;False;6,0;-6,0;-4,719411233356539;Moneycard;Moneycard
178_Austria_Master_20190126_184653;1;True;5,0;5,0;-0,9069151588328799;Moneycard;
314_Germany_Master_20190219_205837;1;True;1,0;9,0;-4,9142844163872645;Simplecard;
145_Switzerland_Master_20190203_145850;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
14_Switzerland_Master_20190204_015228;1;False;0,5;-0,5;-3,4151052149462204;Simplecard;
263_Germany_Master_20190216_022505;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
36_Germany_Visa_20190214_154246;2;True;4,0;6,0;-6,7220467767843735;UK_Card;UK_Card
246_Germany_Master_20190113_204627;1;True;1,0;9,0;-4,9142844163872645;Simplecard;
359_Germany_Visa_20190224_071616;3;True;2,0;8,0;-11,579782798999899;Simplecard;Simplecard
156_Austria_Master_20190216_021453;1;True;3,0;7,0;-3,318040683427518;UK_Card;
39_Germany_Diners_20190131_231400;1;False;0,5;-0,5;-2,855486813001555;Simplecard;
191_Germany_Visa_20190223_104528;1;True;3,0;7,0;-3,454446733814513;UK_Card;
192_Austria_Visa_20190107_030433;1;False;1,0;-1,0;-3,3731687087468982;UK_Card;
162_Austria_Master_20190113_162750;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
236_Austria_Visa_20190217_032851;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
76_Germany_Visa_20190226_200142;1;False;0,5;-0,5;-1,148016077251051;Simplecard;
6_Germany_Master_20190118_085838;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
381_Germany_Master_20190104_163922;1;True;1,0;9,0;-5,003848822487663;Simplecard;
118_Switzerland_Master_20190211_110346;3;True;5,0;5,0;-9,688193299942526;UK_Card;UK_Card
149_Germany_Master_20190117_160629;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
266_Austria_Master_20190129_154621;2;True;7,0;3,0;-9,962248348374395;Moneycard;Moneycard
282_Germany_Master_20190208_042727;5;False;3,0;-3,0;-22,36644440979504;UK_Card;Simplecard
223_Germany_Diners_20190127_055753;4;True;2,5;7,5;-12,840142767318671;Simplecard;Simplecard
44_Germany_Diners_20190116_021154;1;True;1,0;9,0;-3,2100356918296677;Simplecard;
341_Germany_Master_20190122_020157;1;False;5,0;-5,0;-4,907881921999567;Goldcard;
169_Switzerland_Master_20190112_165718;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
84_Germany_Master_20190224_170746;2;True;7,0;3,0;-2,683163196094709;Moneycard;Moneycard
115_Austria_Visa_20190103_061023;1;False;1,0;-1,0;-3,418335934801256;UK_Card;
114_Germany_Master_20190130_213832;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
407_Germany_Diners_20190104_164551;1;False;0,5;-0,5;-3,2063917574998646;Simplecard;
266_Germany_Visa_20190206_052015;2;True;1,5;8,5;-8,05161369063962;Simplecard;Simplecard
251_Switzerland_Master_20190119_231803;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
175_Austria_Visa_20190203_012033;2;True;4,0;6,0;-6,332702621852983;UK_Card;UK_Card
253_Germany_Master_20190129_153200;1;False;2,0;-2,0;-4,981124174187197;Moneycard;
314_Germany_Visa_20190125_004411;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
81_Austria_Visa_20190225_154251;1;True;3,0;7,0;-3,069572540332368;UK_Card;
97_Germany_Master_20190207_063230;1;True;1,0;9,0;-2,4673821478298454;Simplecard;
232_Germany_Diners_20190114_161135;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
250_Germany_Master_20190111_232135;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
91_Germany_Visa_20190123_111150;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
68_Germany_Diners_20190213_195507;1;True;1,0;9,0;-3,13650736443628;Simplecard;
323_Germany_Master_20190215_014442;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
254_Germany_Master_20190219_221130;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
100_Germany_Visa_20190223_002753;1;True;1,0;9,0;-0,7765875058224792;Simplecard;
47_Germany_Master_20190112_125859;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
58_Switzerland_Master_20190119_033220;2;False;6,0;-6,0;-5,711026294423235;Goldcard;UK_Card
107_Germany_Diners_20190104_024510;2;True;3,5;6,5;-6,330335662920394;Simplecard;UK_Card
248_Austria_Diners_20190120_204553;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
45_Germany_Visa_20190129_201525;1;True;1,0;9,0;-1,148016077251051;Simplecard;
292_Switzerland_Visa_20190123_214450;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
85_Switzerland_Visa_20190126_093239;1;True;3,0;7,0;-3,5857752714387825;UK_Card;
250_Germany_Master_20190115_042207;1;True;1,0;9,0;-4,9142844163872645;Simplecard;
103_Germany_Visa_20190215_091323;2;False;2,0;-2,0;-6,472761470993837;UK_Card;UK_Card
102_Switzerland_Visa_20190111_013905;1;False;1,0;-1,0;-3,9975030922828827;UK_Card;
168_Germany_Visa_20190224_042945;1;False;0,5;-0,5;-0,7765875058224792;Simplecard;
213_Switzerland_Diners_20190207_231731;2;False;1,0;-1,0;-6,27301472887256;Simplecard;Simplecard
178_Austria_Master_20190121_205423;1;False;5,0;-5,0;-3,0942453304495476;Goldcard;
312_Switzerland_Master_20190204_220333;3;True;9,0;1,0;-14,915631391151429;Moneycard;Moneycard
280_Switzerland_Master_20190102_150329;1;True;3,0;7,0;-3,236457532647359;UK_Card;
206_Germany_Master_20190106_112240;1;False;0,5;-0,5;-2,3810426252834267;Simplecard;
144_Austria_Diners_20190130_015331;2;True;3,5;6,5;-6,403384938495971;Simplecard;UK_Card
173_Austria_Master_20190102_204112;2;False;2,0;-2,0;-6,160414001250749;UK_Card;UK_Card
406_Austria_Visa_20190103_182644;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
257_Switzerland_Master_20190109_232107;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
156_Switzerland_Visa_20190109_141053;1;False;1,0;-1,0;-3,5434880518785583;UK_Card;
169_Austria_Diners_20190208_102718;5;True;3,0;7,0;-10,927484747164105;Simplecard;Simplecard
55_Germany_Master_20190207_215057;1;True;1,0;9,0;-2,7596834784051163;Simplecard;
231_Austria_Master_20190110_214058;4;True;2,5;7,5;-19,657137665549058;Simplecard;Simplecard
272_Switzerland_Master_20190113_134503;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
152_Austria_Master_20190117_142057;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
251_Switzerland_Visa_20190110_214739;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
440_Austria_Master_20190122_225904;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
103_Austria_Master_20190226_152457;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
286_Switzerland_Visa_20190227_092240;3;False;1,5;-1,5;-11,579782798999899;Simplecard;Simplecard
336_Germany_Master_20190217_235232;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
172_Austria_Master_20190208_045202;1;False;1,0;-1,0;-3,4622100268109426;UK_Card;
275_Switzerland_Master_20190211_195308;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
156_Germany_Master_20190110_233350;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
200_Switzerland_Diners_20190111_054719;2;False;1,0;-1,0;-5,71097362600311;Simplecard;Simplecard
104_Germany_Visa_20190105_221147;1;True;3,0;7,0;-3,325498850711403;UK_Card;
378_Germany_Master_20190125_183023;4;False;2,5;-2,5;-17,452159993407776;UK_Card;Simplecard
93_Germany_Master_20190118_091758;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
203_Germany_Master_20190113_190215;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
221_Germany_Diners_20190104_104252;1;True;1,0;9,0;-2,2553813424964044;Simplecard;
323_Switzerland_Visa_20190201_174740;2;False;2,0;-2,0;-6,1123779260588735;UK_Card;UK_Card
406_Austria_Master_20190120_085518;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
